Collection Title,"Charles S. Peirce papers, 1787-1951"
Collection Dates,1787-1951 (inclusive)
Collection Creator,"Peirce, Charles S. (Charles Sanders), 1839-1914"
Call Number,MS Am 1632
EAD ID,hou02614
Database Number,Component Title,Component Date,Start Year,End Year,Component Identifier,Container Info,Component Type,Component Creator,Digital Content Link,Access Note,Physical Description,Level 1,Level 2,Level 3,Level 4,Level 5
hou02614c01466,Nation publication - N-1896-3   : Review,1787-1951,1787,1951,"MS Am 1632, (1406a)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01467,Nation publication - N-1896-2   : Review,1787-1951,1787,1951,"MS Am 1632, (1406)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01468,Nation publication - N-1896-5   : Review,1787-1951,1787,1951,"MS Am 1632, (1407)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01469,Nation publication - N-1897-4   : Review,1787-1951,1787,1951,"MS Am 1632, (1408)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01470,"Drafts of a review of C. R. Condor's The Hittites and their Language, 1898:   : Review",1787-1951,1787,1951,"MS Am 1632, (1409)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01426,"Peirce, Charles S. (Charles Sanders), 1839-1914.  'GENERAL' manuscript - G-c.1885-3 (8.39-54)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1369)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01471,"Draft of a review of The Metric System of Weights and Measures, A. D. Risteen, compiler, 1898   : Review",1787-1951,1787,1951,"MS Am 1632, (1410)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01472,"Peirce, Charles S. (Charles Sanders), 1839-1914.  'GENERAL' manuscript - G-1898-3   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1411)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01473,Nation publication - N-1898-8   : Review,1787-1951,1787,1951,"MS Am 1632, (1411a)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01474,Cut from The New York Evening Post with Charles S. Peirce's annotations.   : Newspaper clipping,1787-1951,1787,1951,"MS Am 1632, (1412)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01475,Nation publication - N-1899-2   : Review,1787-1951,1787,1951,"MS Am 1632, (1413)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01476,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Draft reply to Florian Cajori's letter [sup (1) N-1899-4] concerning Charles S. Peirce's review [N-1899-4]   : Letter",1787-1951,1787,1951,"MS Am 1632, (1414)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01477,Nation publication - N-1899-5   : Review,1787-1951,1787,1951,"MS Am 1632, (1415)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01478,Nation publication - N-1899-6   : Review,1787-1951,1787,1951,"MS Am 1632, (1416)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01479,Nation publication - N-1899-11   : Review,1787-1951,1787,1951,"MS Am 1632, (1417)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01480,Nation publication - N-1899-14   : Review,1787-1951,1787,1951,"MS Am 1632, (1418)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01427,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Draft of a work by Mr. Perrin (possibly Religion of Philosophy, 1885)   : MS",1787-1951,1787,1951,"MS Am 1632, (1370)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01481,Nation publication - N-1899-15   : Review,1787-1951,1787,1951,"MS Am 1632, (1419)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01482,"Peirce, Charles S. (Charles Sanders), 1839-1914.  'GENERAL' manuscript - G-1900-2   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1420)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01483,Nation publication - N-1900-3   : Review,1787-1951,1787,1951,"MS Am 1632, (1421)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01484,Nation publication - N-1900-4   : Review,1787-1951,1787,1951,"MS Am 1632, (1422)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01485,Nation publication - N-1900-5   : Review,1787-1951,1787,1951,"MS Am 1632, (1423)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01486,Nation publication - sup (1) N-1900-5.1   : Review,1787-1951,1787,1951,"MS Am 1632, (1424)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01487,Nation publication - N-1900-6   : Review,1787-1951,1787,1951,"MS Am 1632, (1425)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01488,Nation publication - N-1900-15   : Review,1787-1951,1787,1951,"MS Am 1632, (1426a)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01489,Nation publication - N-1900-11   : Review,1787-1951,1787,1951,"MS Am 1632, (1426)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01490,Nation publication - N-1900-16   : Review,1787-1951,1787,1951,"MS Am 1632, (1427)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01428,Nation publication - N-1891-6   : Review,1787-1951,1787,1951,"MS Am 1632, (1371a)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01491,Nation publication - N-1900-18   : Review,1787-1951,1787,1951,"MS Am 1632, (1428)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01492,Nation publication - N-1900-20   : Review,1787-1951,1787,1951,"MS Am 1632, (1429)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01493,Nation publication - N-1900-23   : Review,1787-1951,1787,1951,"MS Am 1632, (1430)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01494,Nation publication - N-1900-25   : Review,1787-1951,1787,1951,"MS Am 1632, (1431)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01495,Nation publication - N-1900-31   : Review,1787-1951,1787,1951,"MS Am 1632, (1432)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01496,"Draft of a notice (?) of a book by C. S. Hastings on the topic of light written for the Yale Bicentennial Publications, 1901   : Notice",1787-1951,1787,1951,"MS Am 1632, (1433)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01497,"Peirce, Charles S. (Charles Sanders), 1839-1914.  'GENERAL' manuscript - G-1901-1   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1434)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01498,"Peirce, Charles S. (Charles Sanders), 1839-1914.  'GENERAL' manuscript - G-1901-9   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1435)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01499,Nation publication - N-1901-4   : Review,1787-1951,1787,1951,"MS Am 1632, (1436)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01500,Nation publication - N-1901-6   : Review,1787-1951,1787,1951,"MS Am 1632, (1437)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01429,"Fragment of what may possibly be part of a draft review of Herbert Spencer's Essays, Scientific, Political, and Speculative (N-1891-3)   : Review",1787-1951,1787,1951,"MS Am 1632, (1371)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01501,Nation publication - N-1901-9   : Review,1787-1951,1787,1951,"MS Am 1632, (1438)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01502,Nation publication - N-1901-10   : Review,1787-1951,1787,1951,"MS Am 1632, (1439)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01503,Nation publication - N-1901-12   : Review,1787-1951,1787,1951,"MS Am 1632, (1440)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01504,Nation publication - N-1901-14   : Review,1787-1951,1787,1951,"MS Am 1632, (1441)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01505,Nation publication - N-1901-15   : Review,1787-1951,1787,1951,"MS Am 1632, (1442)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01506,Nation publication - N-1901-16   : Review,1787-1951,1787,1951,"MS Am 1632, (1443)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01507,Nation publication - N-1901-17   : Review,1787-1951,1787,1951,"MS Am 1632, (1444)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01508,Nation publication - N-1901-18   : Review,1787-1951,1787,1951,"MS Am 1632, (1445)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01509,"Draft of a review of Solon Bailey's A Discussion of the Variable Stars in the Cluster w-Centauri, 1902   : Review",1787-1951,1787,1951,"MS Am 1632, (1446)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01510,"Draft of a review of C. A. Schott's The Eastern Oblique Arc, 1902   : Review",1787-1951,1787,1951,"MS Am 1632, (1447)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01430,"Draft of a review or notice of Tyndall's New Fragments, 1892   : Review",1787-1951,1787,1951,"MS Am 1632, (1372)",Box 82,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01511,Nation publication - N-1902-3   : Review,1787-1951,1787,1951,"MS Am 1632, (1448)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01512,Nation publication - N-1902-4   : Review,1787-1951,1787,1951,"MS Am 1632, (1449)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01513,Nation publication - N-1902-5   : Copy of The Nation,1787-1951,1787,1951,"MS Am 1632, (1450)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01514,Nation publication - N-1902-8   : Review,1787-1951,1787,1951,"MS Am 1632, (1451)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01515,Nation publication - N-1902-11   : Review,1787-1951,1787,1951,"MS Am 1632, (1452)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01516,Nation publication - N-1902-12   : Review,1787-1951,1787,1951,"MS Am 1632, (1453)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01517,Nation publication - N-1902-13   : Review,1787-1951,1787,1951,"MS Am 1632, (1454)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01518,Nation publication - N-1902-14   : Review,1787-1951,1787,1951,"MS Am 1632, (1455)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01519,Nation publication - N-1902-16   : Review,1787-1951,1787,1951,"MS Am 1632, (1456)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01520,Nation publication - N-1902-17   : Review,1787-1951,1787,1951,"MS Am 1632, (1457)",Box 83,Unspecified,"","","",1 folder,I. Manuscripts,O. Reviews,"","",""
hou02614c01578,P. Translations,1787-1951,1787,1951,MS Am 1632,"",Subseries,"","","","",I. Manuscripts,"","","",""
hou02614c01579,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translations of Dr. Marey's Exhibition of Instruments and Photographs appertaining to the History of Chronophotography   : autograph manuscript, December 12, 1901",1787-1951,1787,1951,"MS Am 1632, (1514)",Box 85,Unspecified,"","","",1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c02461,sheet 30,1787-1951,1787,1951,MS Am 1632,Box 157,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:17821103?buttons=y,"","",I. Manuscripts,P. Translations,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translations of Dr. Marey's Exhibition of Instruments and Photographs appertaining to the History of Chronophotography   : autograph manuscript, December 12, 1901","",""
hou02614c01580,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translation of Dr. Marey's Analysis of the Motion of Animals by the Method of Muybridge, 1878   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1515)",Box 85,Unspecified,"","",Not found when collection was re-housed.,1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c01581,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translation of Le Bon, ------   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1516)",Box 85,Unspecified,"","","",1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c01582,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translation of William Hirsch's Geniusand Degeneration   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1517)",Box 85,Unspecified,"","","",1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c01583,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translation of Victor Schumann's On the Absorption and Emission of Air and its ingredients for Light of Wave-Lengths from 250 mm to 100 mm, Smithsonian Institution, Washington, 1903   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1518)",Box 85,Unspecified,"","","",1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c01584,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translation of Henri Poincare's The Relation of Mathematics to Physics  : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1519)",Box 85,Unspecified,"","","",1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c01585,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Translation of Alexandre Dumas' Le Corricolo   :autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1520)",Box 85,Unspecified,"","","",1 folder,I. Manuscripts,P. Translations,"","",""
hou02614c01586,Q. Miscellanea,1787-1951,1787,1951,MS Am 1632,"",Subseries,"","","","",I. Manuscripts,"","","",""
hou02614c01587,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Riddles, Conundrums, etc   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (1521)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01588,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Chinese Puzzle   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1522)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01597,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Chess]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1531)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01598,Q. Miscellanea,1787-1951,1787,1951,"MS Am 1632, (1532)",Box 86,Unspecified,"","","","",I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01599,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments on Chess]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1533)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01600,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Card Tricks]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1534)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01601,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Transformation of Cards   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1535)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01602,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Curious Method of Shuffling Cards (Shuffle)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1536)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01603,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments on Games]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1537)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01604,Labyrinth,1787-1951,1787,1951,MS Am 1632,Box 86,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:5110311,"","",I. Manuscripts,Q. Miscellanea,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments on Games]   : autograph manuscript, undated","",""
hou02614c01605,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Caricatures, Doodles, Drawings, Pen Trials]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1538)",Box 86,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:5110306,"",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01606,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Art Chirography   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1539)",Box 86,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:5110307,"",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01607,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Specimen Sketch of the Plan of a Suggested Way of Annotating the Pseudodoxia Epidemica (SS)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1540)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01589,"Peirce, Charles S. (Charles Sanders), 1839-1914.  List of Jokes to be Invented  : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1523)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01608,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on a Fourteenth-Century MS.]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1541)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01609,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Old Arithmetics, historically valuable (16th and 17th centuries)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1542)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01610,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Chronology of Arithmetic   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1543)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01611,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Dutch Arithmetics   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1544)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
hou02614c01612,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Copy and Notes for Arithmetic   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1545)",Box 86,Unspecified,"","","",1 folder,I. Manuscripts,Q. Miscellanea,"","",""
