Collection Title,"Charles S. Peirce papers, 1787-1951"
Collection Dates,1787-1951 (inclusive)
Collection Creator,"Peirce, Charles S. (Charles Sanders), 1839-1914"
Call Number,MS Am 1632
EAD ID,hou02614
Database Number,Component Title,Component Date,Start Year,End Year,Component Identifier,Container Info,Component Type,Component Creator,Digital Content Link,Access Note,Physical Description,Level 1,Level 2,Level 3,Level 4,Level 5
hou02614c01986,"Macmillan and Company.  Three letters to Charles S. Peirce, January 20, 1894-October 29, 1902",1787-1951,1787,1951,"MS Am 1632, (L265)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01987,"Magown, George F.  One letter to Charles S. Peirce, October 7, 1868",1787-1951,1787,1951,"MS Am 1632, (L266)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01988,"Mann, W. E.  One letter to Charles S. Peirce, March 12, 1896",1787-1951,1787,1951,"MS Am 1632, (L267)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01989,"Maria-.  One letter to Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L268)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01990,"Marquand, Allan. Three letters to Charles S. Peirce, March 27, 1890 - February 3, 1894; one letter draft from, undated",1787-1951,1787,1951,"MS Am 1632, (L269)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01991,"Marquis, Who's Who.  One letter to Charles S. Peirce, September 11, 1901",1787-1951,1787,1951,"MS Am 1632, (L270)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01992,"Marshall, Henry Rutgers.  Two letters to Charles S. Peirce, November 13, 1892 and January 22, 1900",1787-1951,1787,1951,"MS Am 1632, (L271)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01748,"Atlantic Monthly.  One letter to Charles S. Peirce, June 29, 1901",1787-1951,1787,1951,"MS Am 1632, (L29)",Box 120,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01993,"Mayer, Alfred Marshall.  Three letters to Charles S. Peirce, January 3, 1873-April 12, 1890",1787-1951,1787,1951,"MS Am 1632, (L272)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01994,"McCallan and Gould.  Three letters to Charles S. Peirce, May 24-December 18, 1872",1787-1951,1787,1951,"MS Am 1632, (L273)",Box 135,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01995,"McClure Encyclopedca.  One letter to Charles S. Peirce, November 29, 1899",1787-1951,1787,1951,"MS Am 1632, (L274)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01996,"McCoy, L. S.  One letter to Charles S. Peirce, June 7, 1901",1787-1951,1787,1951,"MS Am 1632, (L275)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01997,"McDonald, Samuel G.  Personal card of Mrs. McDonald.",1787-1951,1787,1951,"MS Am 1632, (L276)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01998,"McGee, William John.   One letter to Charles S. Peirce, September 21, 1908",1787-1951,1787,1951,"MS Am 1632, (L277)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01999,"McKinney, Thomas Emery.  One letter to Charles S. Peirce, December 7, 1904",1787-1951,1787,1951,"MS Am 1632, (L278)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02000,"Men of Nineteen-Fourteen. One letter to Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L279)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02001,"Merritt, Thomas.  One letter draft from Charles S. Peirce, March 27, 1911",1787-1951,1787,1951,"MS Am 1632, (L280)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02002,"Merton, S. D..  Two letters to Charles S. Peirce, April 10, 1905 and undated",1787-1951,1787,1951,"MS Am 1632, (L281)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01749,"d'Aulby, John Edward.  Thirty-three letters to Charles S. Peirce, 1895-1896",1787-1951,1787,1951,"MS Am 1632, (L30)",Box 120,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02003,"Metcalf, L. T. .  One letter to Charles S. Peirce, June 21, (?)",1787-1951,1787,1951,"MS Am 1632, (L282)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02004,"Metropolitan Club.  One letter to Charles S. Peirce, December 28, 1881",1787-1951,1787,1951,"MS Am 1632, (L283)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02005,"Meyer, Otto.  One letter to Charles S. Peirce, July 19, 1888",1787-1951,1787,1951,"MS Am 1632, (L284)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02006,"Michaelis, Kate W.  One letter to Charles S. Peirce, May 15, 1903",1787-1951,1787,1951,"MS Am 1632, (L285)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02007,"Michaelis, O. E.   Nine letters to Charles S. Peirce, May 6, 1872-February 7, 1873",1787-1951,1787,1951,"MS Am 1632, (L286)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02008,"Michelson, Albert A.  A formal invitation (award of the Copley Medal to Michelson) to Charles S. Peirce, January 3, 1908",1787-1951,1787,1951,"MS Am 1632, (L287)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02009,"Mighill and Company.  Two letters to Charles S. Peirce, June 2 and 29, 1900",1787-1951,1787,1951,"MS Am 1632, (L288)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02010,"Miller, Charles Ransom.  Three letters to Charles S. Peirce, March 17-May 14, 1890",1787-1951,1787,1951,"MS Am 1632, (L289)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02011,"Miller, Dickinson S..  Four letters to Charles S. Peirce, March 17, (?), April 6, 1897 - July 17, 1902",1787-1951,1787,1951,"MS Am 1632, (L290)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02012,"Miller, George A.  One letter to Charles S. Peirce, September 27, 1912",1787-1951,1787,1951,"MS Am 1632, (L291)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01723,"Adams, George B.  Two letter drafts from Charles S. Peirce, May 17, 1901",1787-1951,1787,1951,"MS Am 1632, (L4)",Box 119,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01750,"Ausfeld, H.  Two letters to Charles S. Peirce, December 23, 1872 and January 23, 1873",1787-1951,1787,1951,"MS Am 1632, (L31)",Box 120,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02013,"Milwaukee Soldier's Monument.  One letter to Charles S. Peirce, July 18, 1897",1787-1951,1787,1951,"MS Am 1632, (L292)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02014,"Mind . Four drafts of two letters from Charles S. Peirce, circa 1896 and October 7, 1904",1787-1951,1787,1951,"MS Am 1632, (L293)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02015,"Mitchell, Oscar Howard.  One letter to Charles S. Peirce, December 21, 1882",1787-1951,1787,1951,"MS Am 1632, (L294)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02016,"Mitchell, W. G.  One letter to Charles S. Peirce, July 29, 1904",1787-1951,1787,1951,"MS Am 1632, (L295)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02017,"Montague, William Pepperrell.  Two letters to Charles S. Peirce, July 6, 1898 and October 25, 1908",1787-1951,1787,1951,"MS Am 1632, (L296)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02018,"Montgomery, Edmund.  Three letters to Charles S. Peirce, May 7-October 21, 1892",1787-1951,1787,1951,"MS Am 1632, (L297)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02019,"Montgomery, Thomas J.  Two letters (TS., one of which is a copy) from Charles S. Peirce, June 18 and July 6, 1892",1787-1951,1787,1951,"MS Am 1632, (L298)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02020,"Moore, Eliakim H.  Twelve letters to Charles S. Peirce, February 25, 1892-December 31, 1903",1787-1951,1787,1951,"MS Am 1632, (L299)",Box 136,Unspecified,"","","",3 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02021,"Morison, George Shattuck.  Fifty-seven letters to Charles S. Peirce, February 26, 1895 - January 7, 1903",1787-1951,1787,1951,"MS Am 1632, (L300)",Box 136,Unspecified,"","","",4 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02022,"Morley, Edward Williams.  One letter to Charles S. Peirce, December 5, 1904",1787-1951,1787,1951,"MS Am 1632, (L301)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01751,"Austin, Ben W.  One letter to Charles S. Peirce, July 26, 1891",1787-1951,1787,1951,"MS Am 1632, (L32)",Box 120,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02023,"Morley, Frank.  One letter to Charles S. Peirce, October 19, 1902",1787-1951,1787,1951,"MS Am 1632, (L302)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02024,"Morris, M. F.  Two letters to Charles S. Peirce, January 7 and February 11, 1873",1787-1951,1787,1951,"MS Am 1632, (L303)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02025,"Morse, Edward Sylvester.  Three letter drafts from Charles S. Peirce, December 16, 1905, and undated",1787-1951,1787,1951,"MS Am 1632, (L304)",Box 136,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02026,"Mott, S. D..  Two letters to Charles S. Peirce, November 12, 1890 and May 29, 1901",1787-1951,1787,1951,"MS Am 1632, (L305)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02027,"Mottelay, Paul Fleury.  Ten letters and one postal card to Charles S. Peirce, July 27, 1892-October 11, 1900; one letter draft from, undated",1787-1951,1787,1951,"MS Am 1632, (L306)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02028,"Muirhead, Helen Quincy  (Mrs. James Fullerton M.). One letter to Charles S. Peirce, February 7, circa 1910",1787-1951,1787,1951,"MS Am 1632, (L307)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02029,"Müensterberg, Hugo.  Three letters to Charles S. Peirce, April 15, 1903 - August 6, 1904",1787-1951,1787,1951,"MS Am 1632, (L308)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02030,"Nagle, James F. (Dr.).  Prescription and death notice.",1787-1951,1787,1951,"MS Am 1632, (L309)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02031,"National Academy of Sciences.  Eleven letters to Charles S. Peirce, October 20, 1893-December 1, 191-",1787-1951,1787,1951,"MS Am 1632, (L310)",Box 137,Unspecified,"","","",2 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02032,"National Cyclopedia of American Biography.  Two letters to Charles S. Peirce, April 17, 1895 and July 16,1896",1787-1951,1787,1951,"MS Am 1632, (L311)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01752,"Baker, Harry T.  One letter to Charles S. Peirce, January 20, 1897",1787-1951,1787,1951,"MS Am 1632, (L33)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02033,"National Institute of Art, Science and Letters.  A list of the members of the division of literature.",1787-1951,1787,1951,"MS Am 1632, (L312)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02034,"Nautical Almanac.  Three letters to Charles S. Peirce, August 2, 1872-January 22, 1873",1787-1951,1787,1951,"MS Am 1632, (L313)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02035,"Newcomb, Simon.  Thirteen letters, including an invitation to meet the British Ambassador, to Charles S. Peirce, October 25, 1872-December 21, 1908",1787-1951,1787,1951,"MS Am 1632, (L314)",Box 137,Unspecified,"","","",3 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02036,"Newell, William Wells.  One letter to Charles S. Peirce, May 15, 1904",1787-1951,1787,1951,"MS Am 1632, (L315)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02037,"Newspaper Enterprise Association.  One letter to Charles S. Peirce, August 10, 1910",1787-1951,1787,1951,"MS Am 1632, (L316)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02038,"New York and Hartford Publishing Company.  One letter to Charles S. Peirce, April 3, 1872",1787-1951,1787,1951,"MS Am 1632, (L317)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02039,"New York Herald.  One letter draft, signed ""Constant Reader"", circa 1906",1787-1951,1787,1951,"MS Am 1632, (L318)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02040,"New York Mathematical Society.  Four letters to Charles S. Peirce, September 7, 1891-April 6, 1894",1787-1951,1787,1951,"MS Am 1632, (L319)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02041,"Nichols, Herbert.  Seven letters to Charles S. Peirce, January 19, 1901-April 16, circa 1906?",1787-1951,1787,1951,"MS Am 1632, (L320)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02042,"Norris, Howes, Jr.  One letter to Charles S. Peirce, May 22, 1912",1787-1951,1787,1951,"MS Am 1632, (L321)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01753,"Baldwin, J. M.  Twenty-two letters to Charles S. Peirce, 1900-1902",1787-1951,1787,1951,"MS Am 1632, (L34)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02043,"Oliver, James Edward.  Three letters to Charles S. Peirce, April 21, 1871-February 25, 1893",1787-1951,1787,1951,"MS Am 1632, (L322)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02044,"Osgood, James R.  Three letters and one telegram to Charles S. Peirce, June 2, 1869-February 20, 1873",1787-1951,1787,1951,"MS Am 1632, (L323)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02045,"Osgood, William F.   One letter to Charles S. Peirce, December 29, 1908",1787-1951,1787,1951,"MS Am 1632, (L324)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02046,"Osler, William.  One letter to Charles S. Peirce, October 24, 1904",1787-1951,1787,1951,"MS Am 1632, (L325)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02047,"Otis, William K.  Four letters to Charles S. Peirce, May 19, 1893, May 23, 1902, and undated",1787-1951,1787,1951,"MS Am 1632, (L326)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02048,"Palmer, Edward Henry.  One letter to Charles S. Peirce, January 3, 1873",1787-1951,1787,1951,"MS Am 1632, (L327)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02049,"Park and Tilford. Two statements, August 12, 1892 and June 6, 1894",1787-1951,1787,1951,"MS Am 1632, (L328)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02050,Passports.,1787-1951,1787,1951,"MS Am 1632, (L329)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02051,"Patents, Commissioner of.  Three letter drafts from Charles S. Peirce",1787-1951,1787,1951,"MS Am 1632, (L330)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02052,"Peabody Institute.  One letter to Charles S. Peirce, July 31, 1893",1787-1951,1787,1951,"MS Am 1632, (L331)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01754,"Barnard, Augusta (Mrs. James Munson B.).  Four letters to Charles S. Peirce and Juliette Peirce, October 22, 1896-January 12, 1900, one letter draft from Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L35)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02053,"Peck, George Mann.  Draft of petition, March 1898",1787-1951,1787,1951,"MS Am 1632, (L332)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02054,"Peirce, Benjamin.  Three letters and one telegram to Charles S. Peirce, June 25, 1872-July 31, 1879",1787-1951,1787,1951,"MS Am 1632, (L333)",Box 137,Unspecified,"","","",4 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02055,"Peirce, Benjamin Mills.  Two letters from Charles S. Peirce, November 24 and December 18, 1859",1787-1951,1787,1951,"MS Am 1632, (L334)",Box 137,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02056,"Peirce, Charles S.  (Business and miscellaneous correspondence).",1787-1951,1787,1951,"MS Am 1632, (L335)",Box 138,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02057,"Peirce, Charlotte Elizabeth.  Six letters to Charles S. Peirce, September 26, circa 1880-May 1, circa 1885?",1787-1951,1787,1951,"MS Am 1632, (L336)",Box 138,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02058,"Peirce, Harriet Melusina Fay .One letter to Charles S. Peirce, circa 1877",1787-1951,1787,1951,"MS Am 1632, (L337)",Box 138,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:4927598,"",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02059,"Peirce, Herbert H. O.   Forty-two letters to Charles S. Peirce.",1787-1951,1787,1951,"MS Am 1632, (L338)",Box 138,Unspecified,"","","",3 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02060,"Peirce, James Mills.  Eighty-seven letters to Charles S. Peirce, January 17, 1887-August 20, 1905 and one telegram to, October 26, 1872",1787-1951,1787,1951,"MS Am 1632, (L339)",Box 138,Unspecified,"","","",10 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02061,"Peirce, Juliette.  Four letters to Charles S. Peirce, undated.; one telegram to, March 7, 1890",1787-1951,1787,1951,"MS Am 1632, (L340)",Box 139,Unspecified,"","","",11 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02062,"Peirce, Sarah Mills.  Fifty-five letters to Charles S. Peirce, August 29, circa 1875-August 30, circa 1887, and undated.; one letter to Charles S. Peirce and Juliette Peirce, July 12, circa 1884",1787-1951,1787,1951,"MS Am 1632, (L341)",Box 139,Unspecified,"","","",5 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01755,"Barnet, Samuel.  Fragments of letter drafts from Charles S. Peirce, two of which are dated, December 8, 1909 and February 16, 1910",1787-1951,1787,1951,"MS Am 1632, (L36)",Box 121,Unspecified,"","","",1 folders,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02063,"Perot, Rev. Elliston.  One letter to Charles S. Peirce, November 28, 1905",1787-1951,1787,1951,"MS Am 1632, (L342)",Box 140,Unspecified,"","","",6 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02064,"Perry, Bliss.  One letter to Charles S. Peirce, June 24, 1907",1787-1951,1787,1951,"MS Am 1632, (L343)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02065,"Perry, Thomas Sergeant.  Nine letters to Charles S. Peirce, October 1, 1872-April 12, 1905",1787-1951,1787,1951,"MS Am 1632, (L344)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02066,"Peters, W. K. .  One letter to Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L345)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02067,"Philosophical Society of Washington..  One letter to Charles S. Peirce, February 24, 1873",1787-1951,1787,1951,"MS Am 1632, (L346)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02068,"Pickering, Edward Charles.  Seven letters to Charles S. Peirce, June 26, 1872-August 15, 1906",1787-1951,1787,1951,"MS Am 1632, (L347)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02069,"Pierce, Butler and Pierce Mfg. Co.  Two letters to Charles S. Peirce, September 8, 1904 and October 11, 1906",1787-1951,1787,1951,"MS Am 1632, (L348)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02070,"Pierce, Josiah, Jr.  One letter to Charles S. Peirce, May 2, 1888",1787-1951,1787,1951,"MS Am 1632, (L349)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02071,"Pierpont, J. P.  One letter to Charles S. Peirce, October 12, 1894",1787-1951,1787,1951,"MS Am 1632, (L350)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02072,"Pinchot, Amos E. R.   An invitation to the marriage of A. E. R. Pinchot to Gertrude Minturn, November 14, (?)",1787-1951,1787,1951,"MS Am 1632, (L351)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01756,"Barney, William.  One letter to Charles S. Peirce, March 19, 1899",1787-1951,1787,1951,"MS Am 1632, (L37)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02073,"Pinchot, Gifford.  Twelve letters to Charles S. Peirce, November 3, 1891-July 26, 1904",1787-1951,1787,1951,"MS Am 1632, (L352)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02074,"Pinchot, Gifford  and Mrs. Miscellaneous. Legislative letter of the Public Charities Association of Pennsylvania; letter to the Voters of Pike County; greetings; clippings",1787-1951,1787,1951,"MS Am 1632, (L353)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02075,"Pinchot, James W. Three letters to Charles S. Peirce, May 5, 1890-March 16, 1894",1787-1951,1787,1951,"MS Am 1632, (L354)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02076,"Pinchot, Mrs. James W.  Three letters to Charles S. Peirce, November I7, 1908-January 14, 1910",1787-1951,1787,1951,"MS Am 1632, (L355)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02077,"Players Club.  Three letters to Charles S. Peirce, June 1, 1889-November 28, 1891",1787-1951,1787,1951,"MS Am 1632, (L356)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02078,"Plimpton, George Arthur.  Ten letters to Charles S. Peirce, September 20, 1894-December 7, 1901",1787-1951,1787,1951,"MS Am 1632, (L357)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02079,"Post, Evening  (New York). One letter to Charles S. Peirce, May 21, 1898",1787-1951,1787,1951,"MS Am 1632, (L358)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02080,"Postmaster, Milford, Pa. Two letters from Charles S. Peirce, January 25, 1892 and February 24, 1905",1787-1951,1787,1951,"MS Am 1632, (L359)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02081,"Powell, John Wesley.  Two letters to Charles S. Peirce, June 19, 1890 and December 23, 1895",1787-1951,1787,1951,"MS Am 1632, (L360)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02082,"Prang, L. and Company.  One letter to Charles S. Peirce, March 27,1893",1787-1951,1787,1951,"MS Am 1632, (L361)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01757,"Bartlett, John.   One letter to Charles S. Peirce, November 23, 1894",1787-1951,1787,1951,"MS Am 1632, (L38)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02083,"Princeton University Library.  One letter to Charles S. Peirce, February 15, 1902",1787-1951,1787,1951,"MS Am 1632, (L362)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02084,"Purdon, John E.  Four letters to Charles S. Peirce, November 17, 1892, January 2, 1893, and undated",1787-1951,1787,1951,"MS Am 1632, (L363)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02085,"Putnam, G. P.   Memorandum of agreement for publication of  The History of Science, February 28, 1898",1787-1951,1787,1951,"MS Am 1632, (L364)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
